CDP-diacylglycerol synthetase (n-C14:0)	DASYN140	
ornithine transport via diffusion (extracellular to periplasm)	ORNtex	
L-indonate 5-dehydrogenase (NADP)	IDOND2	
xanthine transport in via proton symport (periplasm)	XANt2pp	
calcium / sodium antiporter (1:1)	CAt6pp	
Tartrate transport via diffusion (extracellular to periplasm)	TARTRtex	
Maltodextrin phosphorylase (maltopentaose)	MLTP1	
thymine transport out via proton antiport (periplasm)	THYMt3pp	
Sink needed to allow aminoacetaldehyde to leave system	DM_AACALD	
D-tartrate transport via proton symport (3 H) (periplasm)	TARTt2_3pp	
D-mannose transport via diffusion (extracellular to periplasm)	MANtex	
Hydrogen sulfide oxidation	H2SO	
enterochelin transport (secretion)	FEENTERtpp	
Phosphatidate phosphatase (n-C18:1)	PAPA181	
3-deoxy-manno-octulosonate-8-phosphatase	KDOPP	
ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	RNTR4c2	
Maltodextrin glucosidase (maltohexaose)	MLTG4	
Propanoyl-CoA: succinate CoA-transferase	PPCSCT	
Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	HDCEAtexi	
2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	2AGPA141tipp	
thymidylate synthase	TMDS	
glycerol-3-phosphate dehydrogenase (NADP)	G3PD2	
cytidylate kinase (CMP)	CYTK1	
oxamate transcarbamoylase	OXAMTC	
thymidine transport via diffusion (extracellular to periplasm)	THMDtex	
acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	ACPPAT140	
2-methylisocitrate dehydratase	MICITDr	
gamma-glutamyl-gamma aminobutyric acid dehydrogenase	GGGABADr	
aminopropylcadaverine synthase	APCS	
"Phosphatidate phosphatase (periplasmic, n-C16:1)"	PAPA161pp	
adenylate cyclase	ADNCYC	
cysteine synthase	CYSS	
tungsten bispterin guanine dinucleotide synthase	BWCOGDS2	
formate transport via diffusion (extracellular to periplasm)	FORtex	
"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)"	PLIPA1G181pp	
diacylglycerol kinase (n-C16:0)	DAGK160	
Fusidic acid transport via TolC system	FUSAtpp	
L-lysine transport via diffusion (extracellular to periplasm)	LYStex	
heptosyltransferase III (LPS core synthesis)	HEPT3	
fructose-bisphosphate aldolase	FBA	
Maltodextrin glucosidase (maltotriose)	MLTG1	
maltohexaose transport via diffusion (extracellular to periplasm) irreversible	MALTHXtexi	
Fe(III)hydroxamine transport via ton system (extracellular)	FE3HOXtonex	
CDP-Diacylglycerol pyrophostatase (n-C12:0)	CDAPPA120	
2-octaprenyl-6-hydroxyphenol methylase	OHPHM	
arbutin transport via PEP:Pyr PTS (periplasm)	ARBTptspp	
pyridoxal import	PYDXtpp	
fatty-acid-CoA thioesterase (hexadecanoate)	FACOAE160	
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	UM4PL	
aerobactin Fe-loading reaction (spontaneous)	ARBTNexs	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)"	LPLIPAL2A120	
Glutaminyl-tRNA synthetase	GLNTRS	
Lysyl-tRNA synthetase	LYSTRS	
Lipoyl-adenylate protein ligase	LIPAMPL	
D-tartrate transport via diffusion (extracellular to periplasm)	TARTRDtex	
nucleoside-triphosphatase (ITP)	NTP10	
fumarase	FUM	
Maltodextrin glucosidase (maltopentaose)	MLTG3	
phosphofructokinase (s7p)	PFK_3	
formaldehyde glutathione ligase (spontaneous)	FALGTHLs	
diaminopimelate epimerase	DAPE	
1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	AGPAT140	
adenylosuccinate synthase	ADSS	
copper (Cu+1) transport via diffusion (extracellular to periplasm)	CUtex	
acylphosphatase (C16:0)	APH160	
CDP-diacylglycerol synthetase (n-C18:1)	DASYN181	
"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"	PLIPA2G160pp	
UDPgalactose pyrophosphohydrolase	UDPGALPpp	
propionate transport via diffusion	PPAtex	
potassium transport in via proton symport (periplasm)	Kt2pp	
Nitrate reductase (Ubiquinol-8) (periplasm)	NO3R1pp	
D-Malate transport via diffusion (extracellular to periplasm)	MALDtex	
2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)	2AGPA180tipp	
phospho-L-serine transport via diffusion (extracellular to periplasm)	PSERtex	
inosine transport via diffusion (extracellular to periplasm)	INStex	
"3-oxo-5,6-dehydrosuberyl-CoA thiolase"	OXDHCOAT	
"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)"	CFAS180E	
UDPglucose 4-epimerase	UDPG4E	
sulfoaceate transport via diffusion (extracellular to periplasm)	SULFACtex	
beta-ketoacyl-ACP synthase (2)	KAS15	
glucose-6-phosphate isomerase	PGI	
Phosphatidylglycerol synthase (n-C14:0)	PGSA140	
acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	AACPS5	
N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	ACGALtex	
5-nucleotidase (IMP)	NTD11	
5-nucleotidase (IMP)	NTD11pp	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3HAD60	
"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"	PLIPA2E140pp	
ketol-acid reductoisomerase (2-Acetolactate)	KARA2	
guanine deaminase	GUAD	
"Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system"	DM_MTHTHF	
Phosphate acetyltransferase	PTA2	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	EAR181y	
Seryl-tRNA synthetase (selenocystein)	SERTRS2	
malate decarboxylating oxidoreductase (decarboxylating)	MALDDH	
Quinate transport (periplasm)	QUIN2tpp	
O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	O16A4COLIPAabctex	
succinate:malate antiporter (periplasm)	SUCMALtpp	
zinc (Zn+2) transport via diffusion (extracellular to periplasm)	Zn2tex	
cadmium (Cd+2) transport via diffusion (extracellular to periplasm)	CD2tex	
Enterochelin Esterase	ENTERES	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	EAR180y	
L-serine transport via diffusion (extracellular to periplasm)	SERtex	
aldose reductase (methylglyoxal)	ALR2	
choline transport via proton symport (periplasm)	CHLt2pp	
hydrogen peroxide transport via diffusion (external)	H2O2tex	
D-glycero-D-manno-hepose 1-phosphate adenyltransferase	GMHEPAT	
Cadmium (Cd+2) ABC transporter (periplasm)	CD2abcpp	
Phosphatidylglycerol synthase (n-C16:1)	PGSA161	
glucose-6-phosphate phosphatase	G6PP	
purine-nucleoside phosphorylase (Guanosine)	PUNP3	
fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	FACOAL60t2pp	
cob(I)alamin adenosyltransferase	CBLAT	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	EAR120y	
diacylglycerol kinase (n-C18:1)	DAGK181	
nitrate transport in via nitrite antiport (periplasm)	NO3t7pp	
NADH:flavorubredoxin oxidoreductase	NHFRBO	
methylthioadenosine nucleosidase	MTAN	
L-alanine transport via diffusion (extracellular to periplasm)	ALAtex	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	3OAS160	
"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase"	HKNDDH	
IMP dehydrogenase	IMPD	
phenylacetate-CoA ligase	PACCOAL	
pyridoxamine transport via diffusion (extracellular)	PYDAMtex	
thymine transport via diffusion (extracellular to periplasm)	THYMtex	
"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	OMMBLHX	
UDP-N-acetylglucosamine acyltransferase	UAGAAT	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	3OAR140	
"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))"	LA4NTpp	
phosphopantothenate-cysteine ligase	PPNCL2	
ethanolamine transport via diffusion (extracellular)	ETHAtex	
6-phosphogluconolactonase	PGL	
D-galactonate transport via diffusion (extracellular to periplasm)	GALCTNtex	
Methionyl-tRNA formyltransferase	FMETTRS	
dimethylallyltranstransferase	DMATT	
dihydoorotic acid dehydrogenase (quinone8)	DHORD2	
ISC [2Fe-2S] Transfer	I2FE2ST	
uroporphyrinogen methyltransferase	UPP3MT	
succinate:fumarate antiporter (periplasm)	SUCFUMtpp	
L-alanine transport via ABC system (periplasm)	ALAabcpp	
aerobactin transport via ABC system (periplasm)	ARBTNabcpp	
3-hydroxyadipyl-CoA dehydrogenase (NAD+)	HADPCOADH3	
gamma glutamyl putrescine oxidase	GGPTRCO	
Phosphatidate phosphatase (n-C16:1)	PAPA161	
core oligosaccharide lipid A transport via ABC system (periplasm)	COLIPAabcpp	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)"	12DGR140tipp	
Phosphatidylglycerol synthase (n-C18:1)	PGSA181	
2-octaprenyl-6-methoxyphenol hydroxylase	OMPHHX	
dATP amine hydrolysis (spontaneous)	DATPHs	
Phosphonate transport via diffusion (extracellular to periplasm)	PPTtex	
calcium (Ca+2) transport via diffusion (extracellular to periplasm)	CA2tex	
D-glucose transport via ABC system (periplasm)	GLCabcpp	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	EAR60x	
GlcNAc-anhMurNAc transport in via proton symport (periplasm)	AGMt2pp	
glutaredoxin reductase	GRXR	
L-glutamine transport via diffusion (extracellular to periplasm)	GLNtex	
Phosphatidylserine decarboxylase (n-C18:0)	PSD180	
phosphate reversible transport via symport (periplasm)	PIt2rpp	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	EAR160y	
"Zinc (Zn+2) ABC transporter, efflux (periplasm)"	ZN2abcpp	
cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)	CYTBDpp	
formaldehyde transport via diffusion (periplasm)	FALDtpp	
Lipid A core kinase (periplasm)	COLIPAKpp	
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase"	UAAGDS	
"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)"	DAPtex	
tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	3PEPTabcpp	
"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase"	SHCHCS3	
acylphosphatase (C14:1)	APH141	
butanesulfonate transport via diffusion (extracellular to periplasm)	BUTSO3tex	
deoxycytidine transport via diffusion (extracellular to periplasm)	DCYTtex	
chorismate synthase	CHORS	
"ribose-1,5-bisphosphokinase"	R15BPK	
Cysteine Desulfhydrase	CYSDS	
crotonobetainyl-CoA: carnitine CoA transferase	CRNCBCT	
SUF [2Fe-2S] Synthesis	S2FE2SS	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	EAR180x	
adenosine kinase	ADNK1	
Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	DMSOR1pp	
LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	4PEPTtex	
dephospho-CoA kinase	DPCOAK	
NADPH Quinone Reductase (Menaquinone-8)	NADPHQR3	
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase"	AGM4PCP	
purine-nucleoside phosphorylase (Adenosine)	PUNP1	
manganese (Mn+2) transport out via proton antiport (periplasm)	MN2t3pp	
NADH dehydrogenase (menaquinone-8 & 0 protons)	NADH10	
3-keto-L-gulonate 6-phosphate decarboxylase	KG6PDC	
phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)	ENLIPAabctex	
glycine transport in via proton symport (periplasm)	GLYt2pp	
"phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)"	PG140abcpp	
Pimeloyl-[ACP] methyl ester esterase	PMEACPE	
D-galactose transport via diffusion (extracellular to periplasm)	GALtex	
D-lactate transport via diffusion (extracellular to periplasm)	D-LACtex	
lipid A transport via ABC system (periplasm)	LIPAabcpp	
purine-nucleoside phosphorylase (Xanthosine)	PUNP7	
leucine transaminase (irreversible)	LEUTAi	
4-amino-4-deoxychorismate synthase	ADCS	
calcium (Ca+2) transport out via proton antiport (periplasm)	CA2t3pp	
Taurine dioxygenase	TAUDO	
glutathione export via ABC system (cytoplasm to periplasm)	GTHRDabc2pp	
"murein D,D-carboxypeptidase (murein5px4p) (periplasm)"	MDDCP1pp	
Pyridoxine 5-phosphate synthase	PDX5PS	
Tetrahydrofolate aminomethyltransferase	THFAT	
xanthine transport via diffusion (extracellular to periplasm)	XANtex	
"murein D,D-carboxypeptidase (murein5p4p) (periplasm)"	MDDCP4pp	
Phosphatidylserine decarboxylase (n-C18:1)	PSD181	
thiazole phosphate synthesis	THZPSN3	
dopamine transport via diffusion (extracellular to periplasm)	DOPAtex	
Fumarate transport via diffusion (extracellular to periplasm)	FUMtex	
D-galactose 1-phosphatase	GAL1PPpp	
Leucyl-tRNA synthetase	LEUTRS	
altronate hydrolase	ALTRH	
ethanol transport via diffusion (extracellular to periplasm)	ETOHtex	
spermidine transport out via proton antiport (periplasm)	SPMDt3pp	
iron (III) transport via ABC system (periplasm to cytoplasm)	FE3abcpp	
Hydroxybenzoate octaprenyltransferase	HBZOPT	
Dihydroxyacetone transport via diffusion (extracellular to periplasm)	DHAtex	
putrescine transport via ABC system (periplasm)	PTRCabcpp	
Hypoxanthine transport (periplasm)	HYXNtpp	
Adenosylcobalamin transport via ABC system (periplasm)	ADOCBLabcpp	
"2,3-dihydroxypheylpropionate 1,2-dioxygenase"	HPPPNDO	
"1,6-anhydrous-N-Acetylmuramate kinase"	ANHMK	
"(S)-Propane-1,2-diol facilitated transport (periplasm)"	12PPDStpp	
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	ECOAH2	
acetyl-CoA synthetase	ACS	
Fructoselysine phosphate deglycase	FRULYSDG	
L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	LADGMDH	
"Indole transport via proton symport, irreversible (periplasm)"	INDOLEt2pp	
Acetyl-CoA:butyrate-CoA transferase	BUTCT	
D-serine deaminase	SERD_D	
"phosphate transport via ABC system (uptake, periplasm)"	PIuabcpp	
acylphosphatase (C16:1)	APH161	
oxaloacetate decarboxylase	OAADC	
S-Formylglutathione hydralase	SFGTHi	
UDPgalactose transport via diffusion (extracellular to periplasm)	UDPGALtex	
glycerol-2-phosphate phosphatase	G2PP	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	3HAD80	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)"	12DGR161tipp	
D-alanine-D-alanine ligase (reversible)	ALAALAr	
galactofuranosyltransferase (LPS O16 antigen biosynthesis)	O16GALFT	
formate-tetrahydrofolate ligase	FTHFLi	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	3HAD100	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	3OAS161	
Carnitine-CoA Ligase	CRNCAL2	
succinyldiaminopimelate transaminase	SDPTA	
acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	AACPS2	
ribulose 5-phosphate 3-epimerase	RPE	
"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)"	MG2uabcpp	
phosphogluconate dehydrogenase	GND	
glucose-1-phosphate thymidylyltransferase	G1PTT	
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase	2MAHMP	
pyridoxine kinase	PYDXNK	
acetylornithine transaminase	ACOTA	
Methanol transport via diffusion (extracellular to periplasm)	MEOHtex	
phosphate transport via diffusion (extracellular to periplasm)	PItex	
Chloramphenicol transport via diffusion (extracellular to periplasm)	CMtex	
phosphoserine phosphatase (L-serine)	PSP_L	
L-arabinose transport via proton antiport (periplasm)	ARBt3ipp	
peroxyaminoacrylate reductase	POAACR	
Succinylglutamate desuccinylase	SGDS	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3HAD40	
hypoxanthine dehydrogenase	HXAND	
selenocysteine synthase	SELCYSS	
fructose 6-phosphate transport via diffusion (extracellular to periplasm)	F6Ptex	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)"	LPLIPAL1E181pp	
formaldehyde dehydrogenase	FALDH2	
N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	AGM3PApp	
tartronate semialdehyde reductase	TRSARr	
D-methionine transport via diffusion (extracellular to periplasm)	METDtex	
gamma-butyrobetaine transport via diffusion (extracellular to periplasm)	GBBTNtex	
"phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)"	PGPP181pp	
CDP-Diacylglycerol pyrophostatase (n-C14:0)	CDAPPA140	
UDP-N-acetylglucosamine 2-epimerase	UAG2E	
glycerol-3-phosphate acyltransferase (C14:1)	G3PAT141	
L(+)-tartrate dehydratase	TARTD	
"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"	DHAD1	
Reduced glutathione via ABC system (periplasm)	GTHRDabcpp	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)"	LPLIPAL1A180pp	
"phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)"	PG141abcpp	
Adenosylcobalimin transport via ton system (extermal)	ADOCBLtonex	
maltose O-acetyltransferase	MALTATr	
CDP-diacylglycerol synthetase (n-C12:0)	DASYN120	
Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	DDCAtexi	
butanesulfonate transport via ABC system (periplasm)	BUTSO3abcpp	
pyridoxine transport via diffusion (extracellular)	PYDXNtex	
"cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)"	CFAS160E	
Xanthosine transport via proton symport (periplasm)	XTSNt2rpp	
o2 transport via diffusion (periplasm)	O2tpp	
"dTDPglucose 4,6-dehydratase"	TDPGDH	
deoxyadenosine transport in via proton symport (periplasm)	DADNt2pp	
3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	ECOAH6	
UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	U23GAAT	
Seryl-tRNA synthetase	SERTRS	
acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	AACPS8	
core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)	COLIPAPabctex	
undecaprenyl-diphosphatase (periplasm)	UDCPDPpp	
a-galactosidase (melibiose)	GALS3	
acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	ACACT5r	
glyoxalate carboligase	GLXCL	
Endotoxin Synthesis (palmitoleoyl ACP)	EDTXS3	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	EAR121x	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	2AGPG161tipp	
2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	2AGPA161tipp	
"aldehyde dehydrogenase (acetaldehyde, NAD)"	ALDD2x	
tyramine transport via diffusion (extracellular to periplasm)	TYMtex	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)"	12DGR120tipp	
"cardiolipin hydrolase (periplasm, n-C18:0)"	CLPNH180pp	
acylphosphatase (C18:0)	APH180	
Arginyl-tRNA synthetase	ARGTRS	
silver transport out via proton antiport	AGt3	
5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	5MTRtex	
acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	ACPPAT160	
phosphoenolpyruvate synthase	PPS	
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	NADH9	
cold lipid A transport via ABC system (periplasm to extracellular)	CLIPAabctex	
dGMP transport via diffusion (extracellular to periplasm)	DGMPtex	
acetate reversible transport via proton symport (periplasm)	ACt2rpp	
3-nucleotidase (UMP) (periplasm)	3NTD2pp	
arsenate reductase	ASR	
1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	AGPAT161	
D-Amino acid dehydrogenase	DAAD	
phenylalanine transaminase	PHETA1	
tyrosine transaminase	TYRTA	
"phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)"	PG181abcpp	
gamma-glutamyl-gamma-aminobutyric acid hydrolase	GGGABAH	
"2,3-dihydroxyphenylpropionate dehydrogenase"	DHPPD	
Cyanide transport via diffusion (extracellular to periplasm)	CYANtex	
GTP amine hydrolysis (spontaneous)	GTPHs	
hydroxymethylpyrimidine kinase (ATP)	HMPK1	
acyl-CoA dehydrogenase (butanoyl-CoA)	ACOAD1f	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	EAR161x	
"murein L,D-endopeptidase (murein3px3p) (periplasm)"	MLDEP1pp	
riboflavin kinase	RBFK	
2-dehydro-3-deoxygalactonokinase	DDGALK	
"Phosphatidate phosphatase (periplasmic, n-C12:0)"	PAPA120pp	
ADPribose diphosphatase	ADPRDP	
Glutathionylspermidine synthetase	GSPMDS	
N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	ACMANAtex	
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)	2AGPGAT160	
glycerol-3-phosphate acyltransferase (C12:0)	G3PAT120	
L-ascorbate transport via diffusion (extracellular to periplasm)	ASCBtex	
"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)"	LPLIPAL1G140pp	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	2AGPE181tipp	
(L-seryl)adenylate synthase	SERASr	
nicotinate-nucleotide adenylyltransferase	NNATr	
Na+/Propionate symporter (periplasm)	PPAt4pp	
D-galactose transport in via proton symport (periplasm)	GALt2pp	
D-carnitine outward transport (H+ antiport)	CRNDt2rpp	
GDP-4-oxo-L-fucose reductase	GOFUCR	
Enterochelin Esterase (Fe containing)	ENTERES2	
Hypoxanthine transport via diffusion (extracellular to periplasm)	HYXNtex	
iron (II) transport via diffusion (extracellular to periplasm)	FE2tex	
pyruvate synthase	POR5	
"murein L,D-endopeptidase (murein5px3p) (periplasm)"	MLDEP2pp	
"cardiolipin hydrolase (periplasm, n-C14:0)"	CLPNH140pp	
2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)	OMPHHX3	
argininosuccinate synthase	ARGSS	
Sulfate adenyltransferase	SADT2	
acetyl-CoA:anthranilate acetyltransferase	ACANTHAT	
uroporphyrinogen-III synthase	UPP3S	
lipoate transport via diffusion (extracellular to periplasm)	LIPOtex	
coprogen unloaded secretion	CPGNUtpp	
carbamate deaminase	CBMD	
aspartate-semialdehyde dehydrogenase	ASAD	
trehalose transport via diffusion (extracellular to periplasm)	TREtex	
nicotinamide-nucleotide adenylyltransferase	NMNAT	
"L-glutamate transport via proton symport, reversible (periplasm)"	GLUt2rpp	
nucleoside-diphosphate kinase (ATP:dCDP)	NDPK7	
6-phosphogluconate dehydratase	EDD	
"murein L,D-carboxypeptidase (murein4p4p) (periplasm)"	MLDCP1Bpp	
"phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)"	PE181abcpp	
ammonia reversible transport (periplasm)	NH4tpp	
2-Octaprenyl-6-methoxy-benzoquinol methylase	OMBZLM	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)"	LPLIPAL1A120pp	
3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	ECOAH1	
3-isopropylmalate dehydrogenase	IPMD	
glutamate-1-semialdehyde aminotransferase	G1SAT	
5-Methylthio-D-ribose transport via proton symport (periplasm)	5MTRtpp	
4-aminobutyrate transport via diffusion (extracellular to periplasm)	ABUTtex	
"L-idonate transport via proton symport, reversible (periplasm)"	IDONt2rpp	
3-dehydroquinate synthase	DHQS	
Allose kinase	ALLK	
2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)	2AGPG180tipp	
Cyanide sulfurtransferase (periplasmic)	CYANSTpp	
"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"	PLIPA2E161pp	
beta-ketoacyl-ACP synthase	KAS14	
choline transport via diffusion (extracellular to periplasm)	CHLtex	
Phosphatidate phosphatase (n-C18:0)	PAPA180	
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)	2AGPEAT141	
quinolinate synthase	QULNS	
L-xylulose transport via diffusion (extracellular to periplasm)	XYLUtex	
L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)	LALALGLUtex	
acyl-CoA dehydrogenase (hexadecanoyl-CoA)	ACOAD7f	
"Phosphatidate phosphatase (periplasmic, n-C18:1)"	PAPA181pp	
molybdenum cofactor synthase	MOCOS	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	3OAR121	
Hydrogenase (menaquinone8: 2 protons) (periplasm)	HYD2pp	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)"	LPLIPAL1A141pp	
GDP diphosphokinase	GDPDPK	
Pantothenate sodium symporter (periplasm)	PNTOt4pp	
"guanosine-3,5-bis(diphosphate) 3-diphosphatase"	PPGPPDP	
2-isopropylmalate synthase	IPPS	
arbutin transport via diffusion (extracellular to periplasm)	ARBTtex	
Fructose-6-phosphate transport via phosphate antiport (periplasm)	F6Pt6_2pp	
putrescine/ornithine antiporter (periplasm)	PTRCORNt7pp	
dihydroorotase	DHORTS	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)"	LPLIPAL1E141pp	
D-fructuronate transport via diffusion (extracellular)	FRUURtex	
allantoin transport via diffusion (extracellular to periplasm)	ALLTNtex	
L-rhamnose isomerase	RMI	
ferroxamine (minus Fe3) secretion (to periplasm)	FEOXAMUtpp	
murein lytic transglycosylase (murein4px4p4p) (periplasm)	MLTGY4pp	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	EAR80x	
Glycyl-tRNA synthetase	GLYTRS	
UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	UACGAMtex	
dihydrofolate reductase	DHFR	
Imidazole-glycerol-3-phosphate synthase	IG3PS	
ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	RNDR3b	
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	IPDPS	
thymidine phosphorylase	TMDPP	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)"	LPLIPAL1E120pp	
"2,3-diaminopropionate transport in via proton symport"	23DAPPAt2pp	
pantothenate synthase	PANTS	
myo-inositol phosphate transport via diffusion (extracellular to periplasm)	MINOHPtexi	
"ring 1,2-phenylacetyl-CoA epoxidase (NADPH)"	PACCOAE	
2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	MANPGH	
Phosphatidylserine decarboxylase (n-C16:0)	PSD160	
"phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)"	PGP160abcpp	
Trimethylamine transport via diffusion (extracellular to periplasm)	TMAtex	
"aldehyde dehydrogenase (phenylacetaldehyde, NAD)"	ALDD19xr	
glycogen debranching enzyme (bglycogen -> glycogen)	GLDBRAN2	
cytidine kinase (GTP)	CYTDK2	
7-cyano-7-deazaguanine reductase	CDGR	
"5,10-methylenetetrahydrofolate reductase (NADH)"	MTHFR2	
nicotinamide-nucleotide amidase	NMNDA	
glyceraldehyde-3-phosphate dehydrogenase	GAPD	
sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)	G3PGabcpp	
formaldehyde transport via diffusion (extracellular to periplasm)	FALDtex	
formate transport via diffusion (cytoplasm to periplasm)	FORtppi	
